id	T4A	T4B	T4C
GO:0004127	148.496	149.503	131.41
GO:0004129	1e-05	1e-05	1e-05
GO:0004130	1e-05	1e-05	1e-05
GO:0004133	1e-05	1e-05	1e-05
GO:0004134	30.4393	28.7723	29.6421
GO:0004135	30.4393	28.7723	29.6421
GO:0004139	77.8534	53.9873	73.7219
GO:0004140	33.8897	34.8163	35.1591
GO:0004141	0.781631	0.296787	0.339875
GO:0004146	69.4259	97.9612	95.8256
GO:0004148	2.71446	2.96503	2.90617
GO:0004149	12.0631	10.0237	10.7665
GO:0004150	14.7306	18.4385	21.9546
GO:0004151	35.5177	29.9003	23.7179
GO:0004152	14.4945	15.862	21.5487
GO:0004156	34.1645	40.0982	37.4908
GO:0004159	0.0593419	1e-05	1e-05
GO:0004160	40.3256	49.6559	60.9622
GO:0004161	1e-05	1e-05	1e-05
GO:0004164	0.200404	1e-05	1e-05
GO:0004165	0.0158461	1e-05	1e-05
GO:0004170	11.9597	7.74195	6.861
GO:0004175	1.11967	0.217876	0.166505
GO:0004176	80.8015	72.1685	72.8249
GO:0004177	115.584	137.644	147.701
GO:0004180	0.0341175	1e-05	1e-05
GO:0004181	26.4803	42.7442	38.9734
GO:0004190	347.474	346.957	414.006
GO:0004222	395.555	398.718	394.994
GO:0004252	924.796	766.582	789.634
GO:0004298	1.23341	0.217876	0.629488
GO:0004300	0.0158461	1e-05	1e-05
GO:0004309	1e-05	1e-05	1e-05
GO:0004314	45.0018	53.6559	85.2315
GO:0004315	193.207	205.611	252.883
GO:0004316	60.3506	73.7649	85.7214
GO:0004318	38.4535	25.9851	27.9807
GO:0004322	0.197785	1e-05	1e-05
GO:0004324	1e-05	1e-05	1e-05
GO:0004325	1e-05	1e-05	1e-05
GO:0004326	77.2093	82.5277	92.6533
GO:0004329	57.1982	58.2234	49.7622
GO:0004332	515.621	522.567	531.912
GO:0004333	0.042752	1e-05	1e-05
GO:0004337	33.1491	38.7719	41.837
GO:0004340	47.8904	59.346	39.8729
GO:0004342	0.0564314	1e-05	1e-05
GO:0004345	1e-05	1e-05	1e-05
GO:0004347	70.9836	82.4134	77.4051
GO:0004348	6.5278	5.90085	5.63485
GO:0004349	30.716	25.187	30.13
GO:0004350	71.8028	69.8801	77.5871
GO:0004351	0.0517099	1e-05	1e-05
GO:0004352	816.546	586.866	499.061
GO:0004353	20.408	12.1989	7.5644
GO:0004355	30.6714	23.6913	16.1417
GO:0004356	163.772	155.341	146.964
GO:0004357	1e-05	1e-05	1e-05
GO:0004358	11.9995	12.9854	15.0146
GO:0004359	3.27295	5.01192	5.77153
GO:0004360	34.2831	42.9469	51.7246
GO:0004362	1e-05	1e-05	1e-05
GO:0004363	1e-05	1e-05	1e-05
GO:0004364	1e-05	1e-05	1e-05
GO:0004365	899.819	1142.3	1015.19
GO:0004367	24.5134	32.5297	33.8568
GO:0004370	14.8093	15.0919	11.7532
GO:0004371	34.0434	46.5421	39.6642
GO:0004372	156.268	198.919	188.888
GO:0004373	161.329	191.763	199.654
GO:0004375	86.6769	128.231	106.948
GO:0004385	92.6339	107.431	93.6561
GO:0004386	213.747	249.017	250.671
GO:0004399	10.029	5.07631	6.01322
GO:0004400	11.4018	5.70507	6.29222
GO:0004401	25.5037	29.2011	29.263
GO:0004410	1e-05	0.0846197	0.242384
GO:0004412	50.2207	51.0902	43.6285
GO:0004413	1e-05	1e-05	1e-05
GO:0004414	0.239502	1e-05	0.368252
GO:0004416	1e-05	1e-05	1e-05
GO:0004417	1e-05	1e-05	0.0750332
GO:0004418	5.94657	5.09181	6.47436
GO:0004420	0.0309807	0.12349	0.0476512
GO:0004421	0.215506	0.192787	0.193415
GO:0004422	82.1806	54.5876	63.1679
GO:0004424	63.8579	43.9294	45.0464
GO:0004425	41.9086	61.7092	115.814
GO:0004427	53.8643	46.9168	38.1076
GO:0004450	121.8	121.21	119.773
GO:0004452	0.071857	1e-05	0.440599
GO:0004455	110.42	140.058	155.774
GO:0004457	1e-05	1e-05	1e-05
GO:0004459	241.768	224.645	207.81
GO:0004462	0.198108	1e-05	1e-05
GO:0004467	26.3609	29.0526	31.4217
GO:0004471	126.867	174.043	177.603
GO:0004473	1e-05	1e-05	1e-05
GO:0004474	0.0160078	1e-05	1e-05
GO:0004476	45.6979	54.8784	45.3343
GO:0004477	94.738	83.0937	78.8582
GO:0004478	106.667	143.902	107.259
GO:0004479	25.5119	30.65	26.5985
GO:0004488	89.2432	77.7536	73.6046
GO:0004489	32.9358	24.7279	24.0351
GO:0004492	1e-05	1e-05	1e-05
GO:0004493	7.84829	14.1878	14.4089
GO:0004494	29.5255	41.2843	35.6744
GO:0004496	1e-05	0.0569702	0.0326296
GO:0004497	1e-05	1e-05	1e-05
GO:0004512	2.02296	0.702936	1.14353
GO:0004514	58.3897	92.6728	88.199
GO:0004515	54.7259	38.7505	38.5979
GO:0004516	8.52078	9.20165	9.51954
GO:0004518	180.928	181.458	224.991
GO:0004519	291.577	242.37	262.907
GO:0004520	1e-05	1e-05	1e-05
GO:0004521	311.535	348.532	360.91
GO:0004523	102.938	133.274	141.549
GO:0004525	115.279	77.3832	88.8496
GO:0004526	209.386	161.343	188.044
GO:0004527	39.4089	50.6377	51.0698
GO:0004530	0.0579513	1e-05	1e-05
GO:0004534	29.2885	30.5283	30.4662
GO:0004540	75.7355	73.2016	76.4092
GO:0004549	41.7264	44.7456	49.8565
GO:0004550	313.401	242.374	234.904
GO:0004553	1188.03	1123.65	1172.49
GO:0004555	1e-05	1e-05	1e-05
GO:0004556	33.3908	41.8009	38.4827
GO:0004557	1e-05	1e-05	1e-05
GO:0004558	1e-05	1e-05	1e-05
GO:0004559	0.0327593	1e-05	1e-05
GO:0004563	5.26529	4.25251	4.32845
GO:0004565	225.731	1e-05	1e-05
GO:0004568	20.0054	19.9315	23.3712
GO:0004576	0.202312	0.327671	0.153225
GO:0004585	20.1494	29.7609	28.2534
GO:0004586	1e-05	1e-05	1e-05
GO:0004588	3.38339	4.37357	2.85658
GO:0004589	14.4945	15.862	21.5487
GO:0004590	12.868	13.5307	8.84449
GO:0004591	1e-05	1e-05	1e-05
GO:0004592	63.933	64.2297	63.4443
GO:0004594	187.462	209.44	223.061
GO:0004595	117.836	102.05	99.9808
GO:0004596	1e-05	1e-05	1e-05
GO:0004601	1222.1	959.239	983.834
GO:0004604	58.7528	54.7957	62.1958
GO:0004605	27.505	38.9489	37.2582
GO:0004609	0.803427	0.415611	0.19058
GO:0004612	10.4568	7.98654	7.40456
GO:0004613	182.721	193.526	230.114
GO:0004614	84.5695	100.38	98.9275
GO:0004615	17.1783	21.1682	17.2282
GO:0004616	1e-05	1e-05	1e-05
GO:0004617	0.724488	0.334051	0.191276
GO:0004618	257.999	403.418	351.709
GO:0004619	1e-05	1e-05	1e-05
GO:0004622	1e-05	1e-05	1e-05
GO:0004632	32.1954	40.3548	39.1608
GO:0004633	32.1954	40.3548	39.1608
GO:0004634	92.7014	140.778	147.031
GO:0004635	32.5569	37.7056	42.6483
GO:0004636	32.0724	37.3034	42.0802
GO:0004637	20.9748	25.7529	42.8434
GO:0004638	1e-05	1e-05	1e-05
GO:0004639	89.602	87.798	67.8205
GO:0004640	114.056	99.8994	214.157
GO:0004641	47.7997	64.9073	74.1799
GO:0004642	39.8071	50.4463	38.7605
GO:0004643	16.8718	27.8234	36.1461
GO:0004644	35.1897	40.3012	51.3108
GO:0004645	25.1916	41.2712	34.0698
GO:0004647	0.453036	0.388699	0.260216
GO:0004648	64.717	81.3638	82.1011
GO:0004652	1e-05	1e-05	1e-05
GO:0004654	96.85	102.988	96.3141
GO:0004655	29.1318	18.7636	18.964
GO:0004657	1e-05	1e-05	1e-05
GO:0004658	20.2805	28.76	25.6852
GO:0004659	75.1739	60.2769	61.4978
GO:0004664	46.1078	38.0421	48.7579
GO:0004665	58.5705	63.1192	61.6974
GO:0004672	270.261	247.208	198.194
GO:0004673	238.539	275.351	263.852
GO:0004674	132.252	132.321	128.185
GO:0004683	0.0246746	1e-05	1e-05
GO:0004712	0.0888996	0.178984	0.136711
GO:0004713	1e-05	1e-05	1e-05
GO:0004715	1.2931	0.434058	0.41451
GO:0004719	1e-05	0.0430586	0.197394
GO:0004721	31.86	43.6273	34.0487
GO:0004722	97.1181	95.2539	96.0903
GO:0004725	112.96	101.396	78.3262
GO:0004730	1.87404	2.60042	1.73579
GO:0004731	72.4447	73.6396	63.9523
GO:0004733	182.261	119.456	115.922
GO:0004735	37.9231	43.2229	49.7949
GO:0004736	5.31845	7.02226	5.92842
GO:0004739	1e-05	0.10259	0.176379
GO:0004743	90.918	114.013	91.3702
GO:0004746	18.8649	24.0623	26.1803
GO:0004747	2.71194	1.03469	1.50907
GO:0004748	41.7677	51.2294	56.5845
GO:0004749	149.163	158.062	154.152
GO:0004750	70.8909	46.561	56.377
GO:0004751	317.351	258.034	251.367
GO:0004756	12.1338	10.591	8.41754
GO:0004760	4.29156	7.65503	8.05742
GO:0004764	40.5462	41.0562	37.9082
GO:0004765	273.978	70.8	154.207
GO:0004766	107.879	141.2	119.159
GO:0004775	0.0682351	0.210171	0.094208
GO:0004777	1e-05	1e-05	1e-05
GO:0004781	1e-05	1e-05	1e-05
GO:0004783	1e-05	1e-05	1e-05
GO:0004784	0.676271	1.15297	1.06317
GO:0004788	2.53226	2.80879	2.52561
GO:0004789	2.70114	2.32566	2.2554
GO:0004791	71.0648	87.2444	101.291
GO:0004792	0.173886	1e-05	1e-05
GO:0004794	1e-05	1e-05	1e-05
GO:0004795	142.377	126.084	131.371
GO:0004797	12.0016	18.8738	13.952
GO:0004798	20.7716	22.1419	23.3999
GO:0004799	71.0197	64.2457	62.82
GO:0004801	152.303	149.254	128.573
GO:0004802	1e-05	1e-05	1e-05
GO:0004803	327.09	308.305	328.57
GO:0004805	1e-05	0.0672356	0.0770476
GO:0004807	362.008	464.138	500.24
GO:0004808	1e-05	1e-05	1e-05
GO:0004809	0.215377	0.181545	0.150216
GO:0004810	23.6007	31.5835	29.3174
GO:0004812	52.6354	52.7466	58.2033
GO:0004813	111.282	126.937	106.954
GO:0004814	106.315	144.357	135.807
GO:0004815	18.0065	21.13	20.3816
GO:0004816	54.4351	59.5325	58.8466
GO:0004817	23.7617	32.9913	35.7364
GO:0004818	40.3179	50.7212	49.0751
GO:0004819	49.6799	62.2455	57.1243
GO:0004820	72.6769	72.6562	81.4349
GO:0004821	40.7507	47.2497	49.9716
GO:0004822	26.2191	32.2157	30.7641
GO:0004823	89.7567	103.367	104.577
GO:0004824	83.2609	89.7818	91.8475
GO:0004825	33.9336	44.9001	47.8856
GO:0004826	60.4386	83.5725	81.8029
GO:0004827	72.7008	79.6589	75.9813
GO:0004828	47.3497	53.2104	49.0226
GO:0004829	92.6179	135.064	132.35
GO:0004830	59.9526	69.0807	67.2916
GO:0004831	26.5799	33.3056	32.9884
GO:0004832	26.5781	33.9471	29.6473
GO:0004834	184.541	200.231	250.47
GO:0004837	1e-05	0.115025	0.369296
GO:0004844	1e-05	1e-05	1e-05
GO:0004845	210.061	180.233	183.391
GO:0004849	29.9562	30.6211	28.4036
GO:0004850	0.105683	1e-05	1e-05
GO:0004851	32.3801	22.693	23.4066
GO:0004852	32.3801	22.7285	23.4066
GO:0004853	57.2473	59.1935	60.6048
GO:0004854	0.0720834	1e-05	1e-05
GO:0004855	0.0119007	1e-05	1e-05
GO:0004856	0.0247716	1e-05	1e-05
GO:0004866	1e-05	1e-05	1e-05
GO:0004871	388.923	436.335	454.711
GO:0004872	0.148791	1e-05	1e-05
GO:0004984	0.0899345	1e-05	1e-05
GO:0005048	0.13909	1e-05	1e-05
GO:0005198	577.716	684.212	711.565
GO:0005215	732.315	814.669	732.712
GO:0005216	79.7315	71.0274	57.6281
GO:0005247	27.938	21.7038	18.9522
GO:0005262	1e-05	1e-05	1e-05
GO:0005267	1e-05	1e-05	1e-05
GO:0005304	1e-05	1e-05	1e-05
GO:0005315	25.7227	39.2943	33.0951
GO:0005328	25.5205	27.5648	22.6594
GO:0005337	1e-05	1e-05	1e-05
GO:0005344	1e-05	1e-05	1e-05
GO:0005345	3.99521	5.76994	7.77604
GO:0005351	8.78741	14.3406	18.3597
GO:0005354	1e-05	1e-05	1e-05
GO:0005355	1e-05	1e-05	1e-05
GO:0005363	48.4664	38.6514	25.642
GO:0005384	9.28078	5.30007	9.5837
GO:0005385	0.0774516	1e-05	1e-05
GO:0005388	23.8316	26.083	24.7265
GO:0005415	1e-05	1e-05	1e-05
GO:0005451	40.1699	66.8379	48.2942
GO:0005506	16106.8	11036.2	12261.8
GO:0005507	727.419	443.035	566.94
GO:0005509	178.511	100.804	95.7609
GO:0005524	13349.4	14015.8	14082.9
GO:0005525	2509.89	2759.84	2949.18
GO:0005528	1e-05	1e-05	1e-05
GO:0005534	1e-05	1e-05	1e-05
GO:0005542	4.76219	4.42169	2.07255
GO:0005543	1e-05	1e-05	1e-05
GO:0008026	0.181324	0.0809953	0.108459
GO:0008047	1.84513	2.86908	1.58348
GO:0008073	1e-05	1e-05	1e-05
GO:0008080	505.924	363.85	460.736
GO:0008081	1e-05	1e-05	1e-05
GO:0008094	280.782	280.496	271.744
GO:0008097	91.244	106.061	84.6703
GO:0008106	0.0743148	1e-05	1e-05
GO:0008108	12.0259	18.278	15.3531
GO:0008113	9.24485	3.33096	5.11407
GO:0008115	16.4641	21.2332	18.0473
GO:0008121	2.41028	1.54104	1.69599
GO:0008131	1e-05	1e-05	1e-05
GO:0008134	1e-05	1e-05	1e-05
GO:0008137	623.254	658.6	695.487
GO:0008138	1e-05	1e-05	1e-05
GO:0008143	0.947335	0.460601	1.49129
GO:0008168	744.428	763.712	802.53
GO:0008170	4.84902	8.58624	7.76403
GO:0008171	4.95522	5.09589	5.43305
GO:0008173	133.631	126.149	130.589
GO:0008175	25.6325	16.4713	16.3987
GO:0008176	51.0667	48.1098	41.0326
GO:0008177	1e-05	1e-05	1e-05
GO:0008184	63.0364	66.9233	80.0788
GO:0008186	85.7461	108.893	106.114
GO:0008198	88.2437	99.2615	75.9854
GO:0008199	521.323	362.901	473.779
GO:0008233	500.693	449.565	435.549
GO:0008234	128.528	124.486	118.292
GO:0008235	5.22299	4.02984	4.58548
GO:0008236	274.135	274.449	281.979
GO:0008237	198.212	287.98	279.833
GO:0008239	5.22299	4.02984	4.58548
GO:0008251	1e-05	1e-05	1e-05
GO:0008252	0.0883498	1e-05	1e-05
GO:0008253	70.4739	73.5935	69.628
GO:0008254	1e-05	1e-05	1e-05
GO:0008263	1e-05	1e-05	1e-05
GO:0008270	2526.42	2388.9	2427.83
GO:0008271	207.385	204.608	227.825
GO:0008273	1e-05	1e-05	1e-05
GO:0008276	68.3095	67.8746	57.8263
GO:0008289	808.765	901.344	933.118
GO:0008296	1e-05	1e-05	1e-05
GO:0008310	1e-05	1e-05	1e-05
GO:0008312	48.3257	47.9919	42.0591
GO:0008320	1e-05	1e-05	1e-05
GO:0008324	99.9484	139.2	162.687
GO:0008375	1e-05	1e-05	1e-05
GO:0008381	1e-05	1e-05	1e-05
GO:0008408	198.769	189.648	192.488
GO:0008409	46.6433	40.0766	45.3576
GO:0008410	1e-05	1e-05	1e-05
GO:0008412	1e-05	1e-05	1e-05
GO:0008413	2.23481	3.08639	2.62815
GO:0008417	0.069561	1e-05	1e-05
GO:0008422	329.343	390.901	380.011
GO:0008425	0.106654	1e-05	1e-05
GO:0008444	67.4362	71.5545	76.7492
GO:0008448	35.0114	37.6936	32.2884
GO:0008452	31.2452	38.0577	35.9734
GO:0008453	22.471	38.9397	33.1498
GO:0008460	0.221392	0.486688	0.176628
GO:0008470	1e-05	1e-05	1e-05
GO:0008474	1e-05	1e-05	1e-05
GO:0008478	1e-05	1e-05	1e-05
GO:0008479	26.5023	29.8342	29.6481
GO:0008483	1009.74	962.564	906.253
GO:0008484	62.7284	44.6346	44.8457
GO:0008495	1e-05	1e-05	1e-05
GO:0008519	0.239211	0.199298	0.228308
GO:0008531	49.6577	46.0075	52.5744
GO:0008534	24.9227	10.9944	17.9834
GO:0008551	1.34029	2.67512	2.1443
GO:0008556	0.0340529	1e-05	1e-05
GO:0008559	0.0396151	1e-05	1e-05
GO:0008565	154.762	165.284	136.419
GO:0008609	0.0495755	1e-05	1e-05
GO:0008641	164.215	180.022	183.048
GO:0008649	50.433	59.9783	64.815
GO:0008650	0.0665534	1e-05	0.307047
GO:0008657	0.673716	1e-05	1e-05
GO:0008658	80.7581	77.9732	83.765
GO:0008661	149.722	183.238	191.566
GO:0008662	15.7465	17.6034	14.0036
GO:0008663	2.66498	2.67567	1.97859
GO:0008664	39.7342	30.2323	35.4765
GO:0008667	1e-05	1e-05	1e-05
GO:0008670	1e-05	1e-05	1e-05
GO:0008671	1e-05	1e-05	1e-05
GO:0008672	1e-05	1e-05	1e-05
GO:0008673	1e-05	1e-05	1e-05
GO:0008674	1e-05	1e-05	1e-05
GO:0008675	1e-05	1e-05	1e-05
GO:0008676	1e-05	1e-05	1e-05
GO:0008677	1e-05	1e-05	1e-05
GO:0008678	1e-05	1e-05	1e-05
GO:0008679	1e-05	1e-05	1e-05
GO:0008684	1e-05	1e-05	1e-05
GO:0008685	21.6888	29.527	21.3913
GO:0008686	27.0565	30.9156	36.4527
GO:0008691	1e-05	1e-05	1e-05
GO:0008692	0.0158461	1e-05	1e-05
GO:0008694	0.0481203	1e-05	1e-05
GO:0008695	1e-05	1e-05	1e-05
GO:0008697	1e-05	1e-05	1e-05
GO:0008700	1e-05	1e-05	1e-05
GO:0008703	1e-05	1e-05	1e-05
GO:0008704	28.1634	30.3195	29.4897
GO:0008705	35.167	26.7983	33.1248
GO:0008706	1e-05	1e-05	1e-05
GO:0008709	1e-05	1e-05	1e-05
GO:0008710	60.6461	110.552	101.869
GO:0008712	1e-05	1e-05	1e-05
GO:0008713	0.0721157	1e-05	1e-05
GO:0008716	72.9592	61.3106	59.0546
GO:0008720	1e-05	1e-05	1e-05
GO:0008721	9.88361	13.1879	10.4077
GO:0008725	1e-05	1e-05	1e-05
GO:0008728	7.76994	9.38304	8.45164
GO:0008730	0.177767	0.186906	0.0714767
GO:0008734	20.0365	25.8602	25.377
GO:0008736	1e-05	1e-05	1e-05
GO:0008740	1e-05	1e-05	1e-05
GO:0008742	3.20734	2.92358	2.61482
GO:0008743	38.7121	23.4366	21.2411
GO:0008744	1e-05	1e-05	1e-05
GO:0008745	128.1	124.848	133.626
GO:0008747	0.0434635	1e-05	1e-05
GO:0008748	1e-05	1e-05	1e-05
GO:0008750	0.0260975	1e-05	1e-05
GO:0008752	0.0709192	0.285567	0.10908
GO:0008756	1e-05	1e-05	1e-05
GO:0008757	45.9139	41.2786	42.5034
GO:0008760	229.143	204.022	228.754
GO:0008761	92.6222	94.632	87.8383
GO:0008762	76.3167	78.7381	71.2015
GO:0008763	10.4893	10.8987	11.2904
GO:0008764	68.3933	61.0479	59.0159
GO:0008765	6.00591	7.49536	6.04182
GO:0008766	103.742	117.007	118.325
GO:0008767	28.5971	39.0528	28.3034
GO:0008768	1e-05	1e-05	1e-05
GO:0008771	1e-05	1e-05	1e-05
GO:0008772	0.0409087	1e-05	1e-05
GO:0008773	1e-05	1e-05	1e-05
GO:0008774	34.2944	65.9282	72.5495
GO:0008775	0.24694	1e-05	1e-05
GO:0008776	86.9996	124.077	124.392
GO:0008777	1e-05	1e-05	1e-05
GO:0008779	1e-05	1e-05	1e-05
GO:0008783	38.0181	39.4291	36.6205
GO:0008784	25.8735	26.1066	28.4637
GO:0008785	348.992	417.94	520.725
GO:0008786	1e-05	1e-05	1e-05
GO:0008787	1e-05	1e-05	1e-05
GO:0008791	1e-05	1e-05	1e-05
GO:0008792	88.8675	79.3391	81.5658
GO:0008793	1e-05	1e-05	1e-05
GO:0008794	1e-05	1e-05	1e-05
GO:0008795	11.3556	8.61994	7.16919
GO:0008798	1.70167	0.99395	1.1145
GO:0008800	24928.3	49698.2	37667.8
GO:0008801	1e-05	1e-05	1e-05
GO:0008802	1e-05	1e-05	1e-05
GO:0008803	1e-05	1e-05	1e-05
GO:0008804	22.1183	30.7455	27.2268
GO:0008806	1e-05	1e-05	1e-05
GO:0008808	5.86957	5.64617	4.88365
GO:0008810	885.348	852.867	1025.09
