id	T7A	T7B	T7C
GO:0047310	0.309565	2.05887	0.21441
GO:0047324	1e-05	1e-05	1e-05
GO:0047334	37.5005	63.6197	7.50242
GO:0047355	10.5777	25.5153	10.9342
GO:0047360	21.8266	18.5234	3.31325
GO:0047372	306.722	180.976	130.308
GO:0047429	98.1461	107.691	44.6282
GO:0047440	1e-05	1e-05	0.0899007
GO:0047451	12.6864	17.7779	2.00445
GO:0047475	42.4283	54.0553	7.49318
GO:0047480	111.311	104.522	96.3775
GO:0047527	0.127425	1e-05	1e-05
GO:0047553	152.736	160.133	71.6
GO:0047617	1e-05	1e-05	0.0976051
GO:0047631	19.2002	23.2511	3.14524
GO:0047693	1e-05	1e-05	0.0150928
GO:0047760	3.39344	6.36735	2.2203
GO:0047761	54.2261	47.3327	99.7304
GO:0047850	10.7892	16.0535	2.37006
GO:0047952	5.71376	8.36484	1.81461
GO:0048001	1e-05	1e-05	0.055875
GO:0048029	19.6471	21.712	9.93008
GO:0048037	112.408	122.456	23.7111
GO:0048038	144.934	136.706	116.008
GO:0048040	1e-05	1e-05	0.0923797
GO:0048472	9.53233	10.312	1.54258
GO:0050081	0.115382	1e-05	0.0207314
GO:0050089	0.0826348	1e-05	1e-05
GO:0050136	2.86822	4.92771	0.331191
GO:0050163	0.06784	1e-05	1e-05
GO:0050182	106.577	96.2858	84.1331
GO:0050225	1e-05	1e-05	1e-05
GO:0050242	55.8741	66.3887	56.0102
GO:0050263	0.0567438	1e-05	1e-05
GO:0050270	4.05384	9.32091	2.20426
GO:0050297	1e-05	1e-05	0.109417
GO:0050308	0.318541	1e-05	0.549369
GO:0050355	2.52293	3.34197	0.338191
GO:0050380	8.18062	14.8895	11.5334
GO:0050418	1.01462	1.0699	0.708658
GO:0050454	16.7493	5.58436	14.4802
GO:0050462	4.44239	7.02629	2.01823
GO:0050480	3.34324	1.16768	3.62478
GO:0050485	100.564	67.3724	42.2174
GO:0050492	19.8093	29.9521	27.602
GO:0050511	5.82296	8.55392	1.59748
GO:0050515	6.29861	11.2061	0.848941
GO:0050518	23.1429	26.5389	22.2779
GO:0050524	12.4445	5.09979	13.3118
GO:0050532	49.4914	49.2805	53.6896
GO:0050545	0.552778	0.362934	0.497091
GO:0050560	7.49032	10.6102	3.12655
GO:0050567	38.5456	42.8338	36.721
GO:0050568	4.02655	4.866	2.31897
GO:0050569	1e-05	1e-05	0.0389594
GO:0050570	10.8563	11.5105	4.88074
GO:0050572	1e-05	1e-05	0.110219
GO:0050583	2.0352	5.95667	0.799117
GO:0050605	81.4959	70.6654	101.378
GO:0050660	401.997	441.77	187.618
GO:0050661	477.942	665.368	117.284
GO:0050662	141.619	158.552	95.1695
GO:0050782	0.109022	1e-05	0.172097
GO:0050797	22.7811	24.5272	32.4181
GO:0050897	6.73718	1.41622	2.20251
GO:0051060	20.8748	13.8513	71.8698
GO:0051073	4.22822	6.25324	0.529245
GO:0051108	0.0642766	1e-05	0.069704
GO:0051109	0.0642766	1e-05	0.069704
GO:0051116	0.145017	0.0187628	0.0293107
GO:0051213	10.7543	9.60543	90.2897
GO:0051287	843.089	1050.95	311.944
GO:0051392	0.096708	1e-05	1e-05
GO:0051536	823.465	899.437	892.178
GO:0051537	153.129	212.404	30.1169
GO:0051538	29.8306	46.6363	10.9288
GO:0051539	1970.29	2229.63	905.432
GO:0051575	0.0705914	1e-05	1e-05
GO:0051745	30.2358	47.9035	12.3561
GO:0051903	0.0939565	1e-05	1e-05
GO:0051908	1e-05	1e-05	0.0198321
GO:0051912	3.96183	3.66033	4.45484
GO:0051920	605.99	738.951	262.76
GO:0051978	0.0432119	1e-05	0.0231618
GO:0051989	2.98933	5.12201	0.562736
GO:0051991	5.82296	8.55392	1.59748
GO:0051992	66.754	70.1846	105.584
GO:0052381	7.91824	8.3101	5.60167
GO:0052591	0.0664868	1e-05	0.0716727
GO:0052618	0.147994	0.229914	0.159629
GO:0052619	0.147994	0.229914	0.159629
GO:0052621	0.0671634	1e-05	0.131169
GO:0052654	18.3265	28.355	2.90122
GO:0052655	18.3265	28.355	2.90122
GO:0052656	18.3265	28.355	2.90122
GO:0052657	11.612	9.75838	8.88602
GO:0052665	1e-05	1e-05	0.0862065
GO:0052666	1e-05	1e-05	0.0862065
GO:0052689	0.5217	0.619079	0.603227
GO:0052692	1e-05	1e-05	0.0402961
GO:0052693	0.182185	1e-05	1e-05
GO:0052717	27.1322	36.7174	7.13689
GO:0052733	1e-05	1e-05	0.0327619
GO:0052734	1e-05	1e-05	0.0327619
GO:0052737	1e-05	1e-05	0.046445
GO:0052832	34.9784	42.6245	37.4463
GO:0052833	34.9784	42.6245	37.4463
GO:0052855	55.2697	56.9208	44.7635
GO:0052856	1e-05	1e-05	0.0351437
GO:0052857	1e-05	1e-05	0.0351437
GO:0052875	0.23753	1e-05	0.086012
GO:0052890	0.0611642	1e-05	0.065864
GO:0052906	21.5608	30.8526	41.6974
GO:0052908	9.41852	12.4841	11.5002
GO:0052911	1e-05	1e-05	0.151123
GO:0052913	1.94336	3.28045	0.826678
GO:0052914	1e-05	1e-05	0.0551216
GO:0052915	1e-05	1e-05	0.0247901
GO:0052916	0.0913855	1e-05	0.04924
GO:0052927	0.0742451	0.15365	0.0223111
GO:0052928	0.0742451	0.15365	0.0223111
GO:0052929	0.0742451	0.15365	0.0223111
GO:0060698	1e-05	1e-05	0.260807
GO:0061593	0.0826348	1e-05	1e-05
GO:0061594	1e-05	1e-05	0.065062
GO:0061595	1e-05	1e-05	0.066666
GO:0061596	1e-05	1e-05	0.0303315
GO:0061597	26.9125	26.5344	95.3723
GO:0061599	1e-05	1e-05	0.0447681
GO:0061602	0.210286	1e-05	0.169958
GO:0061603	1e-05	0.372502	1e-05
GO:0061634	0.109744	1e-05	0.0112042
GO:0061710	15.3004	21.177	5.48248
GO:0061711	21.522	23.0494	16.0915
GO:0061712	0.240552	0.124479	1e-05
GO:0070006	17.9648	27.1536	44.3862
GO:0070008	1e-05	1e-05	0.0127353
GO:0070011	1e-05	1e-05	1e-05
GO:0070038	46.8949	74.9947	13.2895
GO:0070039	1e-05	1e-05	0.0835087
GO:0070040	8.76191	11.4019	1.7819
GO:0070041	0.0773123	1e-05	1e-05
GO:0070043	10.3651	7.9634	11.0177
GO:0070180	124.526	184.369	117.733
GO:0070181	24.3902	24.1745	21.5368
GO:0070402	5.92476	12.792	6.30255
GO:0070403	131.267	119.606	45.9991
GO:0070491	1e-05	1e-05	0.0457645
GO:0070626	3.46854	4.16777	4.89843
GO:0070677	4.26918	7.62357	4.34228
GO:0070967	0.246461	0.339924	1e-05
GO:0071111	0.395628	1e-05	0.543366
GO:0071424	422.022	365.491	158.835
GO:0071713	1e-05	1e-05	1e-05
GO:0071916	1e-05	1e-05	0.217035
GO:0071949	1.33767	0.894313	0.296582
GO:0071972	1e-05	1e-05	0.0143151
GO:0080100	0.309565	2.05887	0.21441
GO:0080130	48.4859	31.3015	55.2091
GO:0080146	0.0854314	1e-05	1e-05
GO:0080176	0.109744	1e-05	0.0112042
GO:0089714	0.0405055	1e-05	0.130999
GO:0090582	1e-05	1e-05	1e-05
GO:0090589	1e-05	1e-05	0.0383275
GO:0090613	0.0795225	1e-05	0.0428724
GO:0090614	3.97432	9.32091	2.16138
GO:0097098	0.0179072	1e-05	0.0579166
GO:1901682	1e-05	1e-05	0.300422
GO:1990663	0.13365	0.484005	0.864033
GO:2001070	40.8239	46.4104	11.5
